0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.362140117747008716e+00,-1.312641033500854704e+00,-1.975482560393162501e+00,-1.791393660410545152e-02,1.773479723806452135e+00,2.559133800586366192e-03
-2.360605762360683979e+00,-1.423114621316239559e+00,-1.160739850254700833e+00,-2.559133800586810281e-03,1.026212654035190575e+00,-2.559133800586810281e-03
-2.139658586729914713e+00,-1.260472950365812084e+00,-1.608771623061538536e+00,1.868167674428153902e-01,1.266771231290322319e+00,-1.791393660410545152e-02
-1.682420681605128365e+00,-1.188358247208547214e+00,-1.785222492488888868e+00,6.781704571554252325e-01,1.348663512909090922e+00,-7.933314781818179284e-02
-1.266610371911111033e+00,-1.208304867230769242e+00,-1.765275872466666840e+00,1.051803992041055569e+00,1.399846188920821355e+00,-1.356340914310849577e-01
-8.952963684205128558e-01,-1.258938594979487124e+00,-1.479885770610256612e+00,1.471501935337244049e+00,1.430555794527859526e+00,-4.785580207096775673e-01
-1.042594485507692514e+00,-1.180686470276923306e+00,-1.884955592599999896e+00,9.238473020117305978e-01,1.440792329730204990e+00,-1.356340914310849577e-01
-1.452267373656410232e+00,-1.240526330343589612e+00,-1.955535940370940251e+00,1.970533026451612990e-01,1.599458625366569464e+00,-6.397834501466270751e-02
-1.984688692711111146e+00,-1.317244099659829137e+00,-1.748397963217094064e+00,-8.010088795835776931e-01,1.609695160568914929e+00,-7.677401401759542665e-03
-2.286956703817094372e+00,-1.380152670499145362e+00,-1.398564935135042875e+00,-1.476620202938416337e+00,1.625049963372434014e+00,3.403647954780057994e-01
-1.915642700326495973e+00,-1.334122008909401691e+00,-1.625649532311111090e+00,-1.077395330046920785e+00,1.619931695771261282e+00,1.151610210263931400e-01
-1.501366746018803378e+00,-1.295763124251282150e+00,-1.613374689220512970e+00,-8.061271471847508696e-01,1.481738470539589514e+00,1.151610210263931400e-01
-1.157671139482051359e+00,-1.309572322728205229e+00,-1.478351415223931653e+00,-4.990310911143693851e-01,1.307717372099706399e+00,1.151610210263931400e-01
-9.152429884427348838e-01,-1.472213993678632704e+00,-1.041060130121367777e+00,-3.352465278768326229e-01,1.010857851231671933e+00,1.253975562287390488e-01
-6.559369281538462992e-01,-1.249732462661538479e+00,-1.575015804562393207e+00,-5.374180981231679866e-02,1.174642414469208251e+00,-2.559133800586810281e-03
-2.692793708000000841e-01,-1.203701801071795030e+00,-1.789825558647863302e+00,3.813109362873898789e-01,1.353781780510263655e+00,-7.421488021700861637e-02
1.971646666427346872e-01,-1.222114065707692543e+00,-1.795962980193162473e+00,8.214819499882697329e-01,1.497093273343108599e+00,-8.956968302052814579e-02
6.053031994051281117e-01,-1.294228768864957413e+00,-1.525916432200000061e+00,1.251416428486803678e+00,1.497093273343108599e+00,-3.250099926744867140e-01
6.114406209504270606e-01,-1.459939150588034140e+00,-1.156136784095726622e+00,1.466383667736070429e+00,1.589222090164222223e+00,-5.911599079354838970e-01
5.086388100666670020e-01,-1.344862496613675296e+00,-1.582687581494017337e+00,9.903847808269796715e-01,1.558512484557184941e+00,-2.533542462580649079e-01
6.827881419145276354e-02,-1.312641033500854704e+00,-1.791359914034188261e+00,1.970533026451612990e-01,1.599458625366569464e+00,-9.468795062170087817e-02
-4.395928186820516892e-01,-1.303434901182906058e+00,-1.737657475512820682e+00,-7.549444711730204371e-01,1.589222090164222223e+00,-3.326873940762498094e-02
-6.421277296769232201e-01,-1.344862496613675296e+00,-1.413908488998290691e+00,-1.343545245307917746e+00,1.538039414152493123e+00,2.687090490615835492e-01
-3.245161647076924005e-01,-1.346396852000000033e+00,-1.530519498358974495e+00,-1.133696273659824172e+00,1.538039414152493123e+00,1.868167674428153902e-01
8.822543421367523564e-02,-1.370946538181196717e+00,-1.504435456791453074e+00,-8.010088795835776931e-01,1.491975005741935867e+00,1.407523590322581342e-01
4.150431315008544786e-01,-1.413908488998290691e+00,-1.340259430454701084e+00,-4.734397531085043909e-01,1.328190442504399105e+00,1.151610210263931400e-01
6.666774148581193771e-01,-1.573481449176068470e+00,-9.275178315333332257e-01,-2.277629082521994697e-01,1.062040527243401922e+00,7.933314781818179284e-02
1.401633644907692933e+00,-1.297297479637606887e+00,-1.644061796947008602e+00,6.730521895542525002e-01,1.399846188920821355e+00,-1.356340914310849577e-01
1.805169111511110813e+00,-1.357137339704273638e+00,-1.564275316858119824e+00,1.051803992041055569e+00,1.507329808545454064e+00,-1.919350350439881225e-01
2.179551825774359131e+00,-1.436923819793162416e+00,-1.260472950365812084e+00,1.415200991724339552e+00,1.543157681753664967e+00,-4.376118799002934878e-01
1.993894824029060153e+00,-1.372480893567521454e+00,-1.760672806307692406e+00,7.805358091788856534e-01,1.630168230973606747e+00,-5.374180981231679866e-02
1.331053297136752356e+00,-1.392427513589743482e+00,-1.795962980193162473e+00,-4.785580207096775673e-01,1.737651850598241232e+00,-4.862354221114362218e-02
9.965638229179489826e-01,-1.404702356680342046e+00,-1.552000473767521482e+00,-1.189997217272727337e+00,1.650641301378299453e+00,1.100427534252199635e-01
9.167773428290599824e-01,-1.447664307497436020e+00,-1.077884659393162359e+00,-1.625049963372434014e+00,1.609695160568914929e+00,5.553320347272725499e-01
9.045024997384611964e-01,-1.326450231977777783e+00,-1.415442844384615650e+00,-1.445910597331378389e+00,1.507329808545454064e+00,3.915474714897357877e-01
8.784184581709402195e-01,-1.377083959726495666e+00,-1.338725075068376125e+00,-1.451028864932551343e+00,1.604576892967742197e+00,4.734397531085043909e-01
1.223648420094017197e+00,-1.304969256569230796e+00,-1.604168556902564102e+00,-1.128578006058650995e+00,1.573867287360704026e+00,2.584725138592376403e-01
1.608771622061538231e+00,-1.309572322728205229e+00,-1.628718243083760786e+00,-8.061271471847508696e-01,1.553394216956012208e+00,1.919350350439885666e-01
1.995429179415384446e+00,-1.358671695090598375e+00,-1.443061241338461587e+00,-4.427301475014662202e-01,1.379373118516129093e+00,1.816984998416422137e-01
2.271613148953846029e+00,-1.509038522950427286e+00,-1.030319642417093728e+00,-1.663436970381235724e-01,1.097868400451613269e+00,1.151610210263931400e-01
2.253200884317949182e+00,-1.358671695090598375e+00,-1.848131063328205315e+00,-1.663436970381235724e-01,1.589222090164222223e+00,4.862354221114362218e-02
